Record_ID,OpenAlex_ID,Year,Title,Abstract_Screening_Text,Automated_Triage,Automated_Triage_Reason,Audit_Decision,Audit_Reason,Audit_Notes,Assisted_Recommendation_v1,Assisted_Reason_v1,Assisted_Confidence_v1,Manual_Audit_Decision,Manual_Audit_Reason
7476,W4285479140,2021,Impact of Agricultural Insurance on the Productivity of the Agricultural Sector In Nigeria,"This study examines the impact of agricultural insurance on the productivity of agricultural sector in Nigeria. Agricultural Insurance is a valuable business risk management tool that provides farmers with financial protection against production losses caused by natural perils, such as drought, excessive moisture, hail, frost, wind and wildlife. The study used a survey research approach and simple random sampling to choose 100 farmers from Orelope Local Government, Oyo State. The findings revealed a positive significant correlation (r = .381, p <.01) between Agricultural insurance scheme and Agricultural sector productivity. Also, the level of awareness of Agricultural Insurance scheme among respondents is still low as several of them claimed that they are not aware of the Insurance scheme. It is recommended that more awareness and enlightenment of the Agricultural insurance scheme should be made to famers especially those in rural areas. Keywords: Agriculture, Insurance, Agricultural Insurance, Crop Production",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Exclude,Does not meet primary financing-approach synthesis criteria at title/abstract stage
4140,W2524687248,2016,Public’s knowledge of the differences between ophthalmologists and optometrists: a critical issue in eye care service utilisation,"AIM: To assess the public's knowledge of the differences between ophthalmologists and optometrists and identify the factors associated with knowledge. METHODS: The study was a population-based random survey of adults aged 18 years or older conducted in Enugu, south eastern Nigeria, between March and June, 2011. Data on respondents' socio-demographics, clinical profile, and knowledge of the differences between ophthalmologists and optometrists were collected using a 28-item questionnaire. Data were analysed using descriptive and analytical statistics. Values of P<0.05 were considered statistically significant. RESULTS: The respondents (n=394) comprised 198 males and 196 females (sex ratio=1.01:1), aged 18-70 (30.9±10.8) years. The majority of respondents were single (57.4%), possessed secondary education (96.9%), employed (65.2%) and had no health insurance (77.4%). Their clinical profile showed previous eye exam 54.1%, spectacle wear 41.6% and contact lens wear 5.6%. In the multivariate analysis, participants' good knowledge of the differences between ophthalmologists and optometrists was significantly associated with educational status (OR: 0.32, 95% CI: 0.23-0.44, P<0.0001, β=-0.988), employment status (OR: 1.8, 95% CI: 1.45-2.25, P<0.0001, β=0.124) and previous eye examination (OR: 1.63, 95% CI: 1.29-2.07, P<0.0001, β=0.549). CONCLUSION: Participants' socio-demographic and clinical characteristics are important predictors of good knowledge. The findings may have implications for all stakeholders in eye care delivery. There is need for knowledge enhancement, by the government and eye care providers, through population-based eye health literacy campaigns.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Exclude,Does not meet primary financing-approach synthesis criteria at title/abstract stage
7871,W4205550658,2021,Quality Management in Healthcare System; where we stand?,"Quality management in healthcare can significantly and efficiently change the health system performance and patient satisfaction. It improves every aspect of the health system such as system or process, its functions, and goals, in a systematic evidence-based manner. A health system is anorganization of persons, institutions, and the resources which deliver health care services to fulfill health needs of the populations.1 A health system includes public sector facilities and private facilities, which deliver preventive, curative, and the personal health services. It also includes in it, theprograms which focus on behavior change, and vector-control program, financing methods like health insurance systems, inter-sectoral coordination, and legislation. The goals for the health system include; providing good health for its citizens, being responsive to the expectations of population it serves, and fair financing services. The achievements towards these goals is based on how effectively and efficiently, a health system carries out the following key functions including, provision of quality health care services, resource generation, financing, and overall stewardship.1 The outcome of the health system is not based on these factors only, in fact, it is based on multiple interrelated factors, which in turn are governed by the concepts, and principles of quality management in healthcare. There are many established quality standards that may work as a yardstick in a journey to achieve the goals of the healthcare system in a country. There are multiple key concepts in quality management of healthcare system such as healthcare services are very specific and unique, because of continuous physical and mental interaction of the patients and healthcare providers (HCP) in the process of health services provision, and patients usually have little knowledge of medical services. As in the input, process, and output model of a system, this interaction of the patient with HCP shall define the process and output of the system. So whether it is effective interaction or not will be the deciding the quality of healthcare and thus a satisfied patient at the end. Additionally, these interactions are not the only thing important in an effective treatment and quality of healthcare. The related factors which are also very pertinent to mention like payments type and sources, suppliers of the medical and non-medical equipment, materials and resources, healthcare financing in the form of insurance, legislative and other regulatory bodies, so emphasizing the complex nature of the healthcare quality management. Quality management principles are widely followed in a diverse range of systems and disciplines and the healthcare system is not an exception. The key principles of quality management in healthcare include; it should be patient-centered, all the stakeholders should have the say, including not only patients and HCPs, but paramedical staff, managers, political and financers. Leadership skills for quality, shared vision of care, process orientation by staff, partnership, third party services, continuous improvement, and use of modern technologies.2,3In the light of the concepts, principles, and standards, of the quality management system in the healthcare organizations brings a revolutionary change in the healthcare systems. Quality management affects every aspect of a health system from ownership to structure, and patient-doctor relationships so positively affect the goals of the health system and patient satisfaction. The health system comprises mainly private healthcare services to about seventy percent of patients and public healthcare services to remaining patients.4 Healthcare system in Pakistan is facing scarcity of financial resources, coupled with the double burden of communicable and non-communicable diseases. Although Pakistan has an adequate qualified human resources for healthcare service delivery, there are serious gaps in the planning, resulting in the poor quality of healthcare services. Still, the vast majority of the public and private hospitals in the country, are not certified with ISO 9001:2015, which specifically focuses on performance in a healthcare setting.5 Although international organizations like World Health Organization, continue to emphasize its importance for our health system, healthcare quality management is a neglected academic specialty in the country. Recently there has been an increasing emphasis seen on this relatively new concept of quality in healthcare, after more and more qualified people joining this discipline. The development of healthcare quality management mainly depends on the value and priority given by the leadership at all levels, to integrate and implement quality management with in the healthcare delivery system in a country. Although some progress has been made recently by Healthcare commissions in provinces there is a lack of a comprehensive national healthcare accreditation system and national guidelines, on healthcare quality and patient safety. Additionally, we still don,t have established national quality care indicators. In both private and public sector healthcare establishments, organizational culture is absent, and leadership, to prioritize quality management in healthcare. The ambiguity in the regulatory role of PMC (Former PM&DC), Healthcare commissions at federal and provincial levels was another hurdle at the legislative and policy level.6 It is suggested that healthcare policymakers and planners in the country start realizing the importance of quality management in healthcare and devise a system to integrate quality improvement initiatives at the planning stage of the healthcare system. This would make our health system efficient and thus maximum benefit could be gained from the resource-constrained healthcare system and would restore the much-needed patient trust in the healthcare system of our country.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Map only,Relevant to broader UHC/health-system knowledge map but not primary financing-approach synthesis
9619,W4381487762,2023,Economic burden of lung cancer in Morocco: A cost of illness study,,Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financial-protection/expenditure signal without explicit financing approach in title,Medium,Exclude,Does not meet primary financing-approach synthesis criteria at title/abstract stage
5862,W2993841096,2019,"The Challenges of Establishing Universal Health Coverage in Enugu State, South East Nigeria","This research was supported by UNN TETFUND Committee through TETFUND Institution Based Research Fund. Abstract Background: Financial risk protection for healthcare is deficient in Enugu state, Southeast Nigeria and the worst affected are the rural dwellers and the poorest, thus creating both socioeconomic and geographic inequity in access and use of services. The study aimed at eliciting the level of awareness and use of pre-payment mechanisms, and more importantly, determining the economic and political factors that facilitate or constrain achievement of Universal Health Coverage in Enugu state, Southeast Nigeria. Methods: Study was conducted in two purposively chosen urban and rural local government areas(LGA) of Enugu state with mixed method study design. Cross-sectional household questionnaire survey was conducted on 802 sample size from the two LGAs and 12 key informants participated in In-depth interviews (IDIs). The quantitative data was analysed with STATA using descriptive statistics while the qualitative IDI data was organized into nodes and sub-nodes using Nvivo: political and economic factors, corruption, communication/Awareness, capacity development / Infrastructure, policy development, leadership and referral system. Later, findings were thematically analysed. Results: The survey results showed that 84% of the study sample have secondary school education and 83% are engaged in employment or petty business. About 56% are aware of prepayment mechanism for healthcare bills but only 10% of them have used prepayment mechanisms. Out of pocket payment (85%) is the main source of payment at health facilities. Major political constraining factors to UHC revealed by the IDI include lack of political will backed with financial commitment from the political leaders, lack of legislative framework for UHC, lack of trust on the political leaders/government by the citizenry and inactive civil society organizations. Also, the poor fiscal space for health and the poverty level in the populace are big threats to sustainable UHC in Enugu state. Other economic challenges include corruption, poor health capacity development and poorly paid healthcare workers leading to poor quality of health care delivery. There is need for comprehensive health system development in the state to accommodate UHC. Conclusions: Establishment of sustainable UHC in Enugu state faces considerable political and economic challenges. There is need for increased government budgetary allocation for UHC to ensure coverage for the poor and vulnerable members. The lack of legislative framework for UHC could be resolved by legislative arm of the government. The government should invest in health system development to improve the quality of health care services to compliment the FRP component of UHC. Keywords : Universal Health Coverage, Health Insurance, Financial Risk Protection DOI : 10.7176/DCS/9-4-07 Publication date : April 30 th 2019",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Include,Meets primary financing-approach/UHC eligibility at title/abstract stage
9198,W4313948114,2023,Strengthening financial management systems at primary health care: Performance assessment of the Facility Financial Accounting and Reporting System (FFARS) in Tanzania,"Background: Universal coverage remains a challenging pursuit around the world, even among the highest-income countries. Strengthening financial management capacity is essential towards attaining the three universal health coverage (UHC) goals, namely, expanded coverage, quality service, and financial protection. In this regard, Tanzania introduced the Facility Financial Accounting and Reporting System (FFARS) in line with the introduction of the Direct Health Facility Financing (DHFF) initiative in primary health care (PHC) in 2017-2018. We aim to assess the functionality of the FFARS in management, accounting, and reporting funds received and disbursed in the stride forward strengthening public financial management in PHC facilities towards UHC. Methods: The study applied implementation research using a concurrent convergent mixed-methods design to assess sources of revenue, expenditure priorities, and changes of revenues and to explore the usability and benefits of FFARS in improving facility finance and reporting systems in more than 5,000 PHC facilities in Tanzania. Quantitative methods assessed the changes in revenues and expenditure between the financial years (FYs) 2017-2018 and 2018-2019, while the qualitative part explored the usability and the benefits FFARS offers in improving facility finances and reporting systems. Data analysis involved a thematic and descriptive analysis for qualitative and quantitative data, respectively. Results: Of the 5,473 PHC facilities, 88% were in rural areas; however, the annual average revenue was higher in urban facilities in FYs 2017-2018 and 2018-2019. Overall, district hospitals showed an increase whereas health centers reported a decline of more than 40% in revenue. The user fee was the predominant source of revenue, particularly in urban facilities, while revenue from health insurance was not among the top three highest sources of revenue. Expenditure priorities leaned more towards drugs and supplies (25%) followed by allowances and training (21%); these did not differ by facility geographies. In health centers, expenditure on facility infrastructure was predominant. Key Informant Interviews revealed an overall satisfaction and positive experiences related to the system. Conclusion: The implementation of FFARS in Tanzania demonstrated its high potential in improving facility financial management, including its ability to track revenue and expenditure at PHC facilities. Staffing shortages, ICT infrastructure, and limited opportunities for capacity building could be the limiting factors to reaching the potential of the implementation of FFARS and the attainment of its full impact on Tanzania's pursuit for UHC.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Include,Meets primary financing-approach/UHC eligibility at title/abstract stage
10761,W4400651446,2024,Quality of Life of the Family Caregivers of Children with the Cerebral Palsy and its Determinants: A Study from India,"abstract Introduction: The responsibility of caring for a child with cerebral palsy (CP) at home can be challenging to the caregiver’s and children’s quality of life (QoL). This study was designed to assess the QoL and its determinants amongst family caregivers of children with CP. Materials and Methods: A study was conducted in a Tertiary Care Hospital in Yavatmal, Maharashtra, from March to May 2021, involving 126 participants selected through systematic random sampling. QoL was assessed using the World Health Organization QoL Brief Version scale. The data were analyzed using the statistical software, Epi Info Version 7.2. Results: The mean ± standard deviation of the overall QoL of family caregivers of CP children was 66.7 ± 1.44. The study found a significant association of QoL with the age of the caregiver, residence, education, socio-economic class, total number of children, health insurance and accessibility of services. Conclusion: More than half of the study participants exhibited low overall, physical, social and environmental QoL, influenced by various determinants.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Exclude,Does not meet primary financing-approach synthesis criteria at title/abstract stage
14115,W7165166719,2026,Socioeconomic and geographic inequalities in unmet healthcare needs in Cambodia: evidence from a national cross-sectional study,"INTRODUCTION: Despite economic growth and health system improvements in Cambodia, inequalities in access to healthcare services persist. Unmet healthcare needs provide a key indicator of equity in health service access. This study examined the association between socioeconomic position (SEP) and unmet healthcare needs among Cambodian adults and assessed whether these associations differed by residential area. METHOD: We conducted a cross-sectional analysis of nationally representative data from 5,001 adults aged ≥ 18 years in Cambodia who participated in the 2023 World Health Survey Plus (WHS+). Unmet healthcare need was defined using three specifications: (1) not receiving healthcare despite reported need; (2) not receiving healthcare or receiving care from a non-medical facility; and (3) not receiving healthcare or receiving care from a non-medical facility or private pharmacy. SEP was derived using principal component analysis conducted separately for urban and rural households and categorized into tertiles. Survey-weighted multivariable logistic regression examined associations between SEP and unmet healthcare needs stratified by residential area. RESULTS: The prevalence of unmet healthcare needs ranged from 7.6% to 42.8%, depending on the definition used. In urban areas, no statistically significant associations between SEP and unmet healthcare needs were observed across specifications. In rural areas, low-SEP individuals had significantly higher odds of unmet healthcare needs under Specification 2 (aOR = 2.40, 95% CI: 1.06-5.41), while middle-SEP individuals had lower odds under Specification 3 (aOR = 0.63, 95% CI: 0.41-0.96). Predicted probabilities varied across SEP and residential area, with patterns differing depending on outcome specifications, particularly in the urban area. CONCLUSION: Unmet healthcare needs in Cambodia show persistent socioeconomic and geographic inequalities, which are more evident when defined by access to formal providers. Self-reported measures may underestimate these disparities. Policies should prioritize strengthening affordable rural primary care, regulating private pharmacies, and improving financial protection for disadvantaged populations.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Map only,Relevant to UHC/health-system knowledge map but no explicit financing-approach evaluation,High,Map only,Relevant to broader UHC/health-system knowledge map but not primary financing-approach synthesis
551,W2031575651,2004,Improving kidney and live donation rates in Asia: Living donation,,Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Exclude,No substantive financing approach/UHC-financing signal,High,Exclude,Does not meet primary financing-approach synthesis criteria at title/abstract stage
7875,W3199432689,2021,The End of Factory Farming,"Photo by Jo-Anne McArthur on Unsplash ABSTRACT The UK-based campaign group Scrap Factory Farming has launched a legal challenge against industrial animal agriculture; the challenge is in the process of judicial review. While a fringe movement, Scrap Factory Farming has already accrued some serious backers, including the legal team of Michael Mansfield QC. The premise is that factory farming is a danger not just to animals or the environment but also to human health. According to its stated goals, governments should be given until 2025 to phase out industrialized “concentrated animal feeding organizations” (CAFOs) in favor of more sustainable and safer agriculture. This paper will discuss the bioethical issues involved in Scrap Factory Farming’s legal challenge and argue that an overhaul of factory farming is long overdue. INTRODUCTION A CAFO is a subset of animal feeding operations that has a highly concentrated animal population. CAFOs house at least 1000 beef cows, 2500 pigs, or 125,000 chickens for at least 45 days a year. The animals are often confined in pens or cages to use minimal energy, allowing them to put on as much weight as possible in as short a time. The animals are killed early relative to their total lifespans because the return on investment (the amount of meat produced compared to animal feed) is a curve of diminishing returns. CAFOs’ primary goal is efficiency: fifty billion animals are “processed” in CAFOs every year. The bioethical questions raised by CAFOs include whether it is acceptable to kill the animals, and if so, under what circumstances, whether the animals have rights, and what animal welfare standards should apply. While there are laws and standards in place, they tend to reflect the farm lobby and fail to consider broader animal ethics. Another critical issue applicable to industrial animal agriculture is the problem of the just distribution of scarce resources. There is a finite amount of food that the world can produce, which is, for the moment, approximately enough to go around.[1] The issue is how it goes around. Despite there being enough calories and nutrients on the planet to give all a comfortable life, these calories and nutrients are distributed such that there is excess and waste in much of the global North and rampant starvation and malnutrition in the global South. The problem of distribution can be solved in two ways: either by efficient and just distribution or by increasing net production (either increase productivity or decrease waste) so that even an inefficient and unjust distribution system will probably meet the minimum nutritional standards for all humans. This essay explores four bioethical fields (animal ethics, climate ethics, workers’ rights, and just distribution) as they relate to current industrial agriculture and CAFOs. l. Animal Ethics Two central paradigms characterize animal ethics: welfarism and animal rights. These roughly correspond to the classical frameworks of utilitarianism and deontology. Welfarists[2] hold the common-sense position that animals must be treated well and respected as individuals but do not have inalienable rights in the same ways as humans. A typical welfare position might be, “I believe that animals should be given the best life possible, but there is no inherent evil in using animals for food, so long as they are handled and killed humanely.” Animal rights theorists and activists, on the other hand, would say, “I believe non-human animals should be given the best lives possible, but we should also respect certain rights of theirs analogous to human rights: they should never be killed for food, experimented upon, etc.” Jeremy Bentham famously gave an early exposition of the animal rights case: “The question is not Can they reason?, nor Can they talk?, but Can they suffer? Why should the law refuse its protection to any sensitive being?” Those who take an animal welfare stance have grounds to oppose the treatment of animals in CAFOs as opposed to more traditional grass-fed animal agriculture. CAFOs cannot respect the natural behaviors or needs of animals who evolved socially for millions of years in open plains. If more space was allowed per animal or more time for socialization and other positive experiences in the animal’s life, the yield of the farm would drop. This is not commercially viable in a competitive industry like animal agriculture; thus, there is very little incentive for CAFOs to treat animals well. Rampant abuse is documented.[3] Acts of cruelty are routine: pigs often have teeth pulled and tails docked because they often go mad in their conditions and attempt to cannibalize each other; chickens have their beaks clipped to avoid them pecking at each other, causing immense pain; cows and bulls have their horns burned off to avoid them damaging others (as this damages the final meat product, too); male chicks that hatch in the egg industry are ground up in a macerator, un-anaesthetized, in the first 24 hours of their life as they will not go on to lay eggs. These practices vary widely among factory farms and among jurisdictions. Yet, arguably, the welfare of animals cannot be properly respected because all CAFOs fundamentally see animals as mere products-in-the-making instead of the complex, sentient, and emotional individuals science has repeatedly shown them to be.[4] ll. Climate Ethics The climate impact of farming animals is increasingly evident. Around 15-20 percent of human-made emissions come from animal agriculture.[5] and deforestation to create space for livestock grazing or growing crops to feed farm animals. An average quarter-pound hamburger uses up to six kilograms of feed, causes 66 square feet of deforestation, and uses up to 65 liters of water, with around 4kg of carbon emissions to boot – a majority of which come from the cattle themselves (as opposed to food processing or food miles).[6] According to environmentalist George Monbiot, “Even if you shipped bananas six times around the planet, their impact would be lower than local beef and lamb.”[7] The disparity between the impact of animal and plant-based produce is stark. Not all animal products are created equally. Broadly, there are two ways to farm animals: extensive or intensive farming. Extensive animal farming might be considered a “traditional” way of farming: keeping animals in large fields, as naturally as possible, often rotating them between different areas to not overgraze any one pasture. However, its efficiency is much lower than intensive farming – the style CAFOs use. Intensive animal farming is arguably more environmentally efficient. That is, CAFOs produce more output per unit of natural resource input than extensive systems do. However, environmental efficiency is relative rather than absolute, as the level of intensive animal agriculture leads to large-scale deforestation to produce crops for factory-farmed animals. CAFOs are also point-sources of pollution from the massive quantities of animal waste produced – around 1,000,000 tons per day in the US alone, triple the amount of all human waste produced per day – which has significant negative impacts on human health in the surrounding areas.[8] The environmental impacts of CAFOs must be given serious ethical consideration using new frameworks in climate ethics and bioethics. One example of a land ethic to guide thinking in this area is that “[it] is right when it tends to preserve the integrity, stability, and beauty of the biotic community. It is wrong when it tends otherwise.”[9] It remains to be seen whether CAFOs can operate in a way that respects and preserves “integrity, stability, and beauty” of their local ecosystem, given the facts above. The pollution CAFOs emit affects the surrounding areas. Hog CAFOs are built disproportionately around predominantly minority communities in North Carolina where poverty rates are high.[10] Animal waste carries heavy metals, infectious diseases, and antibiotic-resistant pathogens into nearby water sources and houses. lll. Workers’ Rights The poor treatment of slaughterhouse workers has been documented in the US during the COVID-19 pandemic, where, despite outbreaks of coronavirus among workers, the White House ordered that they remain open to maintain the supply of meat. The staff of slaughterhouses in the US is almost exclusively people with low socioeconomic status, ethnic minorities, and migrants.[11] Almost half of frontline slaughterhouse workers are Hispanic, and a quarter is Black. Additionally, half are immigrants, and a quarter comes from families with limited English proficiency. An eighth live in poverty, with around 45 percent below 200 percent of the poverty line. Only one-in-forty has a college degree or more, while one-in-six lacks health insurance. Employee turnover rates are around 200 percent per year.[12] Injuries are very common in the fast-moving conveyor belt environment with sharp knives, machinery, and a crowd of workers. OSHA found 17 cases of hospitalizations, two body part amputations per week, and loss of an eye every month in the American industrial meat industry. This is three times the workplace accident rate of the average American worker across all industries. Beef and pork workers are likely to suffer repetitive strain at seven times the rate of the rest of the population. One worker told the US Department of Agriculture (USDA) that “every co-worker I know has been injured at some point… I can attest that the line speeds are already too fast to keep up with. Please, I am asking you not to increase them anymore.”[13] Slaughterhouses pose a major risk to public health from zoonotic disease transmission. 20 percent of slaughterhouse workers interviewed in Kenya admit to slaughtering sick animals, which greatly increases the risk of transmitting disease either to a worker further down the production line or a consumer at the supermarket.[14] Moreover, due",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Exclude,Does not meet primary financing-approach synthesis criteria at title/abstract stage
12341,W4414162704,2025,"“Can money buy health?” A study on the relationship between financial well-being, health, and gender among older Indians","India's population is aging rapidly, creating urgent challenges related to the financial security and health of older adults. These challenges are particularly acute for older women, who often face lifelong economic disadvantages and limited access to formal social protection. While the link between financial well-being and health is well established globally, there is a lack of robust, gender-disaggregated evidence from India using nationally representative data. This study addresses that gap by examining how financial factors, including income sources, pension status, insurance coverage, and intergenerational financial exchanges, shape self-rated health among older adults in India. Using data from Wave 1 of the Longitudinal Ageing Study in India (2017-18), we apply bivariate analysis, ordered logistic regression, and generalized ordered logistic regression. Our results highlight significant gender disparities: men report greater financial autonomy and better health, while women are more likely to lack pensions and insurance. Contributing financially and participating in household decisions are associated with better health outcomes, whereas receiving financial support is linked to poorer self-rated health, possibly reflecting loss of autonomy. These findings emphasize the need for gender-sensitive financial protection strategies to support healthy aging in India and other low- and middle-income countries undergoing demographic transitions.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Exclude,No substantive financing approach/UHC-financing signal,High,Exclude,Does not meet primary financing-approach synthesis criteria at title/abstract stage
1398,W1832585311,2010,"Household cost‐of‐illness of visceral leishmaniasis in Bihar, India","OBJECTIVE: To determine the cost of kala-azar (KA) to patients in Bihar, India. METHOD: A semi-structured questionnaire was used to collect costs of illness--direct (medical; non-medical) and indirect costs (work days lost). After screening the community known to be endemic for visceral leishmaniasis (VL), households (HHs) with VL were recruited which reported a case of KA who received treatment between September 2005 and September 2006. The total costs were calculated as a summation of individual costs category. Medians were estimated for the total and for each of the cost categories. RESULT: Data from 171 HHs and 183 patients revealed that median age of patients with KA was 18; 59% were men; 33% were employed; household size was 7; household median monthly income was $38. The median total costs per patient were $127, equal to >3 months of income, of which medical care comprised $83 (provider fees $13, medicines $50, diagnostics $9, hospital stay $30); and food and transport comprised $33. Patients also lost almost 2 weeks of work time during illness and even after recovery. CONCLUSION: Despite provision of free/subsidized medicines, diagnostics, and hospital stay at public and Non-Governmental Organization facilities, the impoverished HHs of Bihar with a case of KA incur high expenditures. Easier access to, and more use of free public health services, plus innovative health financing schemes, are urgently required.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Exclude,Does not meet primary financing-approach synthesis criteria at title/abstract stage
5706,W2927695835,2019,Assessing health reform: studying tool appropriateness & critical capacities,"Abstract The past two decades have witnessed unprecedented policy effort to improve access to medical services and strengthen financial protection from catastrophic healthcare expenditure. Despite billions of dollars in health spending, many – especially across the developing world – continue to remain vulnerable to financial impoverishment. What accounts for this poor performance? To respond to this question, we turn to the design literature in public policy, which emphasises the role of policy tools or combination of tools in addressing a social problem. In this paper, we focus on two inter-related aspects of the design orientation to explain outcomes: a) the appropriateness of the policy tool and b) the capacity of government agencies. We apply a framework, which integrates vital questions on both these aspects along three common dimensions (analytical, operational and political) to assess healthcare reforms in India and Thailand. The case studies illustrate the importance of both these aspects of the design orientation in explaining outcomes, and show how they are commonly overlooked in the health and social policy literatures, and in reforms underway.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financial-protection/expenditure signal without explicit financing approach in title,Medium,Unclear,Insufficient title/abstract information; requires full-text or additional metadata
4887,W2795350275,2018,Analysis of the implementation of a social protection initiative to admit the poorest of the poor to mutual health funds in Burkina Faso,"Abstract To enable mutual health funds to extend coverage to poor people, the Mutual Health Support Network (Réseau d’appui aux mutuelles de santé – RAMS) in 2012 launched an initiative in collaboration with the Ministry of Social Action and Solidarity (ministère de l’Action sociale et de la Solidarité nationale – MASSN) in Burkina Faso. This article reveals difficulties in the initiative's implementation, which resulted in the continued exclusion of poor people from health services. Poor people were required not only to make co‐payments, but also to accept a limitation of coverage to three episodes of illness per year. Additional challenges to service takeup were the geographical distance of the homes of some beneficiaries covered by a mutual fund agreement from a health centre and the failure by some health workers and managers of pharmacies to recognize the mutual membership card. A formal framework was lacking that brought together all the actors involved in planning and implementing the initiative. Those involved did not all have the same information. Each structure performed the tasks within its scope, according to its own interests, but without consulting the other parties, and there was no platform for discussing implementation difficulties.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Include,Explicit financing mechanism/approach in title with target-setting and evaluative/UHC relevance,High,Include,Meets primary financing-approach/UHC eligibility at title/abstract stage
12130,W4412520700,2025,"Impact of the Diabetes Conversation Map TM Program on Knowledge Retention, Self‐Management, and Self‐Efficacy Among Diabetic Patients: A Randomized Controlled Trial","BACKGROUND: Diabetes mellitus is a growing global health concern, with a high prevalence in Egypt. Type 2 diabetes imposes substantial health and economic challenges. Diabetes Self-Management Education and Support (DSMES) programs, such as the Diabetes Conversation Map, have demonstrated promise in enhancing patient knowledge, self-management, and self-efficacy. However, evidence regarding their direct impact remains scarce, necessitating further investigation. OBJECTIVE: This study aimed to evaluate the effectiveness of the Diabetes Conversation Map program in improving knowledge retention, self-management, and self-efficacy among type 2 diabetes patients in Egypt. METHODS: A prospective, parallel, two-arm randomized controlled trial was conducted at the Damanhour Health Insurance Outpatient Diabetic Clinic in Egypt. A total of 120 adult patients with type 2 diabetes were randomized into a control group (n = 60), receiving standard diabetes education, and an intervention group (n = 60), attending 8 weekly interactive sessions using the Diabetes Conversation Map. Primary outcomes were assessed using validated questionnaires at baseline, post-intervention, and 3 months later. RESULTS: The intervention group exhibited significant improvements in knowledge, self-management, and self-efficacy compared to the control group (p < 0.001). Additionally, positive correlations between these outcomes were observed post-intervention, replacing negative correlations observed at baseline. LINKING EVIDENCE TO ACTION: The Diabetes Conversation Map program effectively enhances patient knowledge, self-management, and self-efficacy, supporting its integration into routine diabetes education. Healthcare providers should implement structured, interactive educational interventions to empower patients in managing their condition. Regular follow-ups and reinforcement strategies are necessary to sustain long-term self-efficacy improvements. Policymakers should consider incorporating evidence-based diabetes education into national healthcare programs. Future research should explore digital adaptations of the program to enhance accessibility and engagement. TRIAL REGISTRATION: Registration No: R000061691, Trial ID: UMIN000054044.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Exclude,Does not meet primary financing-approach synthesis criteria at title/abstract stage
